CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
5020104001;MATERIAL DE ESCRITORIO;0;500.37;0;132.42;315.12;0;682.63;155.4;155.4;593.48;155.4;593.48
5020104002;SERVICIOS DE COURRIER;60.03;0;55.68;6.96;0;20.88;100;100;100;100;100;100
5020104003;SERVICIOS Y COMUNICACIONES;1304.95;1302.85;1430.9;1740.69;1351.27;1492.63;2038;2038;2038;2038;2038;2038
5020104004;SERVICIOS DE SEGURIDAD;905.17;905.17;905.17;905.17;417.6;417.6;1044;1044;1044;1044;1044;1044
5020104005;ALQUILER DE OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5020104006;SEGUROS;0;0;0;0;2034.54;0;0;0;0;0;2500;0
5020104007;SERVICIOS DE FOTOCOPIAS, ANILLADOS Y OTROS;15.38;0;53.26;0;13.05;19.84;50;50;50;50;50;50
5020104008;GASTOS DE IMPRENTA, ENMARCADOS Y OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5020104009;SERVICIO Y MATERIAL DE LIMPIEZA;1062.95;1049.11;1014.16;1036.91;802.75;784.09;1060;1060;1060;1060;1060;1060
5020104010;GASTOS DE MOVILIDAD;2035.54;1752.75;1608.94;1485.32;2093.56;1636.73;2711;1983;2900;1681;1769;2673
5020104012;SUSCRIPCIONES Y CUOTAS;0;0;0;0;1009.69;1009.59;575;575;575;575;575;575
5020104013;CAPACITACIÓN AL PERSONAL;0;0;0;0;0;0;1500;1500;1500;1500;3000;1500
5020104014;INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5020104015;GASTOS BANCARIOS;0;174;0;0;0;0;0;0;0;0;0;0
5020104021;REPARACIÓN Y MANTENIMIENTO DE EQUIPOS;0;0;0;0;0;0;200;200;200;200;200;200
5020104022;REPARACIÓN Y MANTENIMIENTO INSTALACIONES;0;0;0;501.12;0;0;500;500;500;500;500;500
5020104030;GASTOS VARIOS;150.5;1461.63;1120.39;748.68;2138.46;4424.98;2000;1000;1000;11000;6000;4000
5020105001;DEPRECIACIÓN DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5020106001;IMPUESTO A LAS TRANSACCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5020106003;IMPUESTO A LAS TRANSACCIONES;4485.45;4559.994138;5790.479655;4739.13;3983.88;3492.66;6070.172414;6716;6913.034483;6377.827586;6950.965517;7119.034483
5020106004;PATENTES Y LICENCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5020109001;EQUIPOS DE COMPUTACIÓN;0;0;0;0;0;0;0;2600;0;0;16264;2600
5100501001;AJUSTE POR INFLACION Y TENENCIA DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5100501002;RESULTADOS POR EXPOSICION  A LA INFLACION;0;0;0;0;0;0;0;0;0;0;0;0
5100501003;AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5100601001;PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5020109002;GASTOS DN;26043.16;27581.47;33752.91;30992.94;32483.4191;34462.324;31797.3806;33198.1415;33756.7511;34346.9968;32046.0179;31390.905
5020109003;GASTOS SA;7037.981;7940.7887;38796.6263;10809.8;9208.4135;39734.8401;35940.24139;40412.66779;66434.33009;44478.17779;43774.41159;74155.90779
