CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
5020102007;Refrigerios al Personal;682.77;682.77;682.77;682.77;682.77;682.77;682.77;682.77;682.77;682.77;682.77;682.77
5020103001;Honorarios Profesionales;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104001;Material de escritorio;382.10;383.90;347.70;192.50;56.00;779.70;43.50;324.00;14.00;0.00;0.00;0.00
5020104002;Servicios de Courrier;20.00;50.00;60.00;70.00;70.00;70.00;70.00;60.00;60.00;60.00;60.00;60.00
5020104003;Servicios y Comunicaciones;575.24;575.24;575.24;575.24;575.24;575.24;575.24;575.24;575.24;575.24;575.24;575.24
5020104004;Servicios de Seguridad;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104005;Alquiler de Oficinas;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00;3272.00
5020104006;Seguros;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104007;Servicios de Fotocopias, Anillados y Otros;300.00;300.00;300.00;300.00;300.00;300.00;300.00;300.00;300.00;300.00;300.00;300.00
5020104008;Gastos de Imprenta, Enmarcados y Otros;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104009;Servicio y Material de Limpieza;267.12;267.12;267.12;267.12;267.12;267.12;267.12;267.12;267.12;267.12;267.12;267.12
5020104010;Gastos de Movilidad;60.00;60.00;60.00;60.00;60.00;60.00;60.00;60.00;60.00;60.00;60.00;60.00
5020104012;Suscripciones y Cuotas;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00
5020104013;Capacitación al Personal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104014;Intereses y Multas;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104015;Gastos Bancarios;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104021;Reparación y Mantenimiento de Equipos;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104022;Reparación y Mantenimiento Instalaciones;0.00;0.00;90.00;0.00;0.00;90.00;0.00;0.00;90.00;0.00;90.00;0.00
5020104030;Gastos Varios;0.00;0.00;0.00;300.00;0.00;300.00;150.00;150.00;150.00;150.00;150.00;150.00
5020105001;Depreciación de Activos Fijos;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106001;Impuesto a las Transacciones Financieras;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106003;Impuesto a las Transacciones;1009.58;1605.18;1743.79;2048.97;1980.11;2029.30;1911.15;1911.15;2029.30;1825.06;1470.48;911.27
5020106004;Patentes y Licencias;0.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00
5020109009;Equipos de Computación;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501001;Ajuste por Inflacion y Tenencia de Bienes;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501002;Resultados por Exposicion  a la Inflacion;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501003;Ajuste por Diferencia de Cambio;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100601001;Perdidas y Ganancias;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;Sub Total;25034.14;37389.12;36079.53;39269.51;35840.24;40506.87;38308.71;35369.79;35957.37;32121.13;27986.54;23305.33
5020109002;Gastos DN;5562.78;5608.68;5501.06;6114.10;8456.51;6031.96;5776.20;6033.16;6330.83;6442.48;5815.23;5732.98
5020109003;Gastos SA;2293.44;2267.84;4126.85;2900.45;2165.44;4418.65;3018.61;2510.96;3454.55;3453.84;2328.56;3829.98
