cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
4-10-01-02;         COMISIONES GANADAS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-02-00;      INGRESOS NO MONETARIOS;0;0;0;0;0;0;0;0;0;0;0;0
4-10-02-01;         OTROS INGRESOS;0;0;0;0;0;0;0;0;0;0;0;0
5-00-00-00;EGRESOS;31804.9352;31373.4491;34166.98744;32667.36178;40859.48373;32603.86251;33122.10686;31199.36755;43639.86136;33678.58451;34177.17743;34540.75675
5-01-00-00;   COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-00;      COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-01;         COSTO DE INVENTARIOS ;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-00;      GASTOS EN PERSONAL;17642.673;17642.673;17642.673;17642.673;21556.65655;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;17642.673;17642.673;17642.673;17642.673;21556.65655;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942;17590.3942
5-02-01-01;         SUELDOS AL PERSONAL;12129.494;12129.494;12129.494;12129.494;14891.656;12092.6;12092.6;12092.6;12092.6;12092.6;12092.6;12092.6
5-02-01-02;         APORTES PATRONALES;2026.838447;2026.838447;2026.838447;2026.838447;2488.395718;2020.67346;2020.67346;2020.67346;2020.67346;2020.67346;2020.67346;2020.67346
5-02-01-03;         AGUINALDOS;2020.7737;2020.7737;2020.7737;2020.7737;2480.94989;2014.62716;2014.62716;2014.62716;2014.62716;2014.62716;2014.62716;2014.62716
5-02-01-04;         INDEMNIZACION-VACACION;1010.38685;1010.38685;1010.38685;1010.38685;1240.474945;1007.31358;1007.31358;1007.31358;1007.31358;1007.31358;1007.31358;1007.31358
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18
5-02-02-00;      GASTOS PERSONAL EXTERNO;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;14162.2622;13730.7761;16524.31444;15024.68878;19302.82718;15013.46831;15531.71266;13608.97335;26049.46716;16088.19031;16586.78323;16950.36255
5-03-01-00;      GASTOS DE OPERACION;14162.2622;13730.7761;16524.31444;15024.68878;19302.82718;15013.46831;15531.71266;13608.97335;26049.46716;16088.19031;16586.78323;16950.36255
5-03-01-01;         MATERIAL DE ESCRITORIO;0;8;347;9.4;321.2;38.5;16.4;0;0;0;0;0
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-04;         SERVICIO DE COURIER;200;200;200;200;200;200;200;200;200;200;200;200
5-03-01-05;         SERVICIOS Y COMUNICACIONES;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718;361.88718
5-03-01-06;         SERVICIO DE SEGURIDAD;689;689;689;689;689;689;689;689;689;689;689;689
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;800;0;0;0;0;0;0;0;800;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;705.6717241;584.64;1419.839655;657.72;981.36;701.6068966;417.6;1177.632069;2567.045517;1863.492759;1470.96;2460.427241
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-16;         PASAJES Y VIATICOS;1519.22;0;0;0;0;0;1519.22;0;0;0;0;0
5-03-01-17;         GASTOS BANCARIOS;0;0;0;200;0;0;200;0;200;0;1600;0
5-03-01-18;         GASTOS DE IMPRENTA;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-19;         GASTOS MOVILIDAD;0;560;1470;630;1550;280;700;0;840;420;1120;700
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;40;40;40;40;40;40;40;40;40;40;40;40
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;1000;0;0;0;0;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-27;         SERVICIOS PUBLICITARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;0;0;0;0;1000;0;0;0;8200;0;0;0
5-03-01-32;         GASTOS SA ;5825.670354;5628.182354;7227.206354;5956.438354;7095.116974;7479.342506;6377.606506;5916.318506;7479.342506;6148.574506;6062.416106;7525.062506
5-03-01-33;         GASTOS DN ;4820.812941;4859.066566;4769.381254;5280.243251;7064.263024;5223.131731;5009.998973;5224.135594;5472.191958;5565.235869;5042.519942;4973.985626
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;0;0;0;0;0;0;0;0;0
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
