CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
5020104002;SERVICIOS DE COURRIER;284.54;276.54;284.54;276.54;284.54;276.54;284.54;276.54;284.54;276.54;284.54;545.08
5020104003;SERVICIOS Y COMUNICACIONES;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03;1162.03
5020104004;SERVICIOS DE SEGURIDAD;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00;1000.00
5020104005;ALQUILER DE OFICINAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104006;SEGUROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104007;SERVICIOS DE FOTOCOPIAS, ANILLADOS Y OTROS;10.00;20.00;10.00;20.00;10.00;100.00;10.00;20.00;10.00;20.00;10.00;20.00
5020104008;GASTOS DE IMPRENTA, ENMARCADOS Y OTROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104009;SERVICIO Y MATERIAL DE LIMPIEZA;916.62;916.62;916.62;916.62;916.62;916.62;916.62;916.62;916.62;916.62;916.62;916.62
5020104010;GASTOS DE MOVILIDAD;337.50;337.50;337.50;337.50;337.50;337.50;337.50;337.50;337.50;337.50;337.50;337.50
5020104012;SUSCRIPCIONES Y CUOTAS;172.50;172.50;172.50;172.50;172.50;172.50;172.50;172.50;172.50;172.50;172.50;172.50
5020104013;CAPACITACIÓN AL PERSONAL;0.00;0.00;0.00;0.00;1000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00
5020104014;INTERESES Y MULTAS;0.00;0.00;0.00;0.00;0.00;0.00;610.50;0.00;0.00;0.00;0.00;0.00
5020104015;GASTOS BANCARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104021;REPARACIÓN Y MANTENIMIENTO DE EQUIPOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104022;REPARACIÓN Y MANTENIMIENTO INSTALACIONES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104030;GASTOS VARIOS;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020105001;DEPRECIACIÓN DE ACTIVOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106001;IMPUESTO A LAS TRANSACCIONES FINANCIERAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106003;IMPUESTO A LAS TRANSACCIONES;1566.00;1976.97;465.60;3244.66;1268.40;3025.44;1099.30;1699.56;408.18;3035.94;2607.90;3652.41
5020106004;PATENTES Y LICENCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020109009;EQUIPOS DE COMPUTACIÓN;0.00;835.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501001;AJUSTE POR INFLACION Y TENENCIA DE BIENES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501002;RESULTADOS POR EXPOSICION  A LA INFLACION;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501003;AJUSTE POR DIFERENCIA DE CAMBIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100601001;PERDIDAS Y GANANCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020109002;GASTOS DN;5701.14;5700.65;5598.28;23620.00;4957.36;5483.11;10056.84;5485.11;5981.23;10167.32;5121.88;15103.92
5020109003;GASTOS SA;4144.17;7528.18;6402.17;17274.48;4245.29;6859.40;7388.78;7532.84;3954.08;7423.83;7456.82;12651.57
