cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-02-01-03;         AGUINALDOS;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968;2891.30968
5-02-01-04;         INDEMNIZACION-VACACION;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484;1445.65484
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;2000;2000;2000;2000;2000;2000
5-02-01-08;         REFRIGERIOS DEL PERSONAL;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54
5-02-02-00;      GASTOS PERSONAL EXTERNO;15120;27720;42840;42840;42840;42840;42840;42840;42840;42840;35280;15120
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;15120;27720;42840;42840;42840;42840;42840;42840;42840;42840;35280;15120
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;72986.98195;93601.22098;138159.3658;126474.4178;129899.0458;152657.7129;129881.6429;150829.9775;152809.1062;155184.5907;104371.3646;95953.81329
5-03-01-00;      GASTOS DE OPERACION;72986.98195;93601.22098;138159.3658;126474.4178;129899.0458;152657.7129;129881.6429;150829.9775;152809.1062;155184.5907;104371.3646;95953.81329
5-03-01-01;         MATERIAL DE ESCRITORIO;759;3557.5;7365.3;2277;2277;6070.3;2277;2277;12680.3;2277;2277;2277
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;0;0;32742;0;0
5-03-01-04;         SERVICIO DE COURIER;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075;294.9766075
5-03-01-05;         SERVICIOS Y COMUNICACIONES;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751;1696.556751
5-03-01-06;         SERVICIO DE SEGURIDAD;1950;1950;1950;1950;1950;1950;1950;1950;1950;1950;1950;1950
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;6000;11000;17000;17000;17000;17000;17000;17000;17000;17000;15000;7000
5-03-01-08;         REPARACION Y MANTENIMIENTO;777.5509993;0;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993;777.5509993
5-03-01-09;         ALQUILER OFICINAS;4176;4176;7676;9426;9426;9426;9426;9426;9426;9426;9426;9426
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;0;0;0;0;0;0;0;0;0;872.82;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;2756.251034;4264.562759;6378.355862;7151.45931;7671.034483;7981.37931;8015.862069;8257.241379;8222.758621;8112.413793;5920.369655;4935.862069
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;1710.081338;1710.081338;3420.162677;5130.244015;5130.244015;5130.244015;3420.162677;4275.203346;3420.162677;3420.162677;2565.122008;1710.081338
5-03-01-16;         PASAJES Y VIATICOS;0;0;0;1806.9;3344.26;6688.52;3188.52;11151.54;0;0;0;0
5-03-01-17;         GASTOS BANCARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-18;         GASTOS DE IMPRENTA;0;0;5000;0;0;0;0;4000;0;0;0;0
5-03-01-19;         GASTOS MOVILIDAD;0;560.4258032;1681.277409;1681.277409;1681.277409;1120.851606;1681.277409;1681.277409;1681.277409;1120.851606;560.4258032;560.4258032
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351;543.6746351
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;115;115;690;690;345;345;345;345;345;345;345;345
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;0;2000;1000;0;0;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;622.5375167;0;622.5375167;622.5375167;622.5375167;622.5375167;622.5375167;622.5375167;0;622.5375167;622.5375167;1245.075033
5-03-01-27;         SERVICIOS PUBLICITARIOS;1490.464967;1490.464967;3726.162418;3726.162418;3726.162418;3726.162418;3726.162418;3726.162418;3726.162418;2980.929935;1490.464967;745.2324837
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;479.3535;440.4224;1796.384;408.59;1365.67;326.84;1893.968;5305.37;2500;2356;1053.69;95.7
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;0;0;0;0;0;0;0;0;0
;         GASTOS SA - DN ;49615.5346;61801.55572;77540.42691;71291.48814;70047.10101;87957.11903;73022.39383;77499.88639;88544.68609;69518.93621;58975.17568;62350.67757
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
