CodCuenta;Cuenta;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Sept;Oct;Nov;Dic
5020102002;APORTES;2345.47;2345.47;2345.47;2345.47;2594.57;2399.62;2399.62;2399.62;2399.62;2399.62;2399.62;2399.62
5020102003;AGUINALDOS;2338.45;2338.45;2338.45;2338.45;2586.81;2392.44;2392.44;2392.44;2392.44;2392.44;2392.44;2392.44
5020102004;INDEMNIZACIONES - VACACIONES;1169.23;1169.23;1169.23;1169.23;1293.40;1196.22;1196.22;1196.22;1196.22;1196.22;1196.22;1196.22
5020102006;SUBSIDIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020102007;REFRIGERIOS AL PERSONAL;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54
5020103001;HONORARIOS PROFESIONALES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104001;MATERIAL DE ESCRITORIO;1835.00;4940.00;4742.00;2650.00;3910.00;4221.60;2308.00;4082.00;2979.60;2222.00;4082.00;760.00
5020104002;SERVICIOS DE COURRIER;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00
5020104003;SERVICIOS Y COMUNICACIONES;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66;1085.66
5020104004;SERVICIOS DE SEGURIDAD;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00;2067.00
5020104005;ALQUILER DE OFICINAS;4176.00;4926.00;7426.00;7426.00;9926.00;9926.00;9926.00;9926.00;7426.00;9926.00;9176.00;5926.00
5020104006;SEGUROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104007;SERVICIOS DE FOTOCOPIAS, ANILLADOS Y OTROS;1812.00;1997.00;3625.00;5000.00;5000.00;5000.00;5000.00;5000.00;5000.00;4500.00;3000.00;3000.00
5020104008;GASTOS DE IMPRENTA, ENMARCADOS Y OTROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104009;SERVICIO Y MATERIAL DE LIMPIEZA;160.00;160.00;160.00;160.00;160.00;160.00;160.00;160.00;160.00;160.00;160.00;160.00
5020104010;GASTOS DE MOVILIDAD;600.00;700.00;800.00;800.00;800.00;900.00;900.00;800.00;700.00;700.00;700.00;600.00
5020104012;SUSCRIPCIONES Y CUOTAS;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00;115.00
5020104013;CAPACITACIÓN AL PERSONAL;0.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;0.00
5020104014;INTERESES Y MULTAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104015;GASTOS BANCARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;500.00;0.00;0.00;0.00
5020104021;REPARACIÓN Y MANTENIMIENTO DE EQUIPOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020104022;REPARACIÓN Y MANTENIMIENTO INSTALACIONES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9000.00
5020104030;GASTOS VARIOS;100.00;100.00;1150.00;100.00;100.00;100.00;100.00;100.00;100.00;2600.00;100.00;100.00
5020105001;DEPRECIACIÓN DE ACTIVOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106001;IMPUESTO A LAS TRANSACCIONES FINANCIERAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020106003;IMPUESTO A LAS TRANSACCIONES;2931.03;4137.93;6551.72;6896.55;7586.21;7758.62;7758.62;7758.62;7758.62;7586.21;6896.55;6896.55
5020106004;PATENTES Y LICENCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020109009;EQUIPOS DE COMPUTACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501001;AJUSTE POR INFLACION Y TENENCIA DE BIENES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501002;RESULTADOS POR EXPOSICION  A LA INFLACION;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100501003;AJUSTE POR DIFERENCIA DE CAMBIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5100601001;PERDIDAS Y GANANCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5020109002;GASTOS DN;26089.36;25851.81;25806.48;27216.22;34315.90;28766.29;27594.05;28771.80;28219.53;28731.27;27856.33;27479.37
5020109003;GASTOS SA;34225.82;33065.57;42459.83;34994.07;41683.81;43941.13;37468.44;34758.37;43941.13;36122.88;35616.69;44209.74
