cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;65790.50942;65790.50942;65790.50942;65790.50942;84127.19217;69692.21132;69692.21132;69692.21132;69692.21132;69692.21132;69692.21132;69692.21132
5-02-01-01;         SUELDOS AL PERSONAL;44502.06734;44502.06734;44502.06734;44502.06734;57442.56329;47255.56198;47255.56198;47255.56198;47255.56198;47255.56198;47255.56198;47255.56198
5-02-01-02;         APORTES PATRONALES;7436.295452;7436.295452;7436.295452;7436.295452;9598.652325;7896.404407;7896.404407;7896.404407;7896.404407;7896.404407;7896.404407;7896.404407
5-02-01-03;         AGUINALDOS;7414.044419;7414.044419;7414.044419;7414.044419;9569.931043;7872.776626;7872.776626;7872.776626;7872.776626;7872.776626;7872.776626;7872.776626
5-02-01-04;         INDEMNIZACION-VACACION;3707.022209;3707.022209;3707.022209;3707.022209;4784.965522;3936.388313;3936.388313;3936.388313;3936.388313;3936.388313;3936.388313;3936.388313
5-02-01-06;         DESAHUCIOS;0;0;0;0;;;;;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08;2731.08
5-02-02-00;      GASTOS PERSONAL EXTERNO;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;7030.37;4561.77;24549.57;8664.97;4561.77;23799.57;10027.87;4261.77;23799.57;7164.97;6087.99;24371.07
5-03-01-00;      GASTOS DE OPERACION;7030.37;4561.77;24549.57;8664.97;4561.77;23799.57;10027.87;4261.77;23799.57;7164.97;6087.99;24371.07
5-03-01-01;         MATERIAL DE ESCRITORIO;860.7;310;533.5;1193.2;310;533.5;1193.2;310;533.5;1193.2;310;0
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-04;         SERVICIO DE COURIER;150;180;180;200;180;180;200;180;180;200;8;150
5-03-01-05;         SERVICIOS Y COMUNICACIONES;723.77;723.77;723.77;723.77;723.77;723.77;723.77;723.77;723.77;723.77;723.77;723.77
5-03-01-06;         SERVICIO DE SEGURIDAD;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;150;150;900;150;150;150;150;150;150;150;150;900
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;0;900;0;0;900;0;0;900;0;0;900
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;0;0;0;0;0;0;0;0;0;1998.22;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;18414.3;0;0;18414.3;0;0;18414.3;0;0;18414.3
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-16;         PASAJES Y VIATICOS;1862.9;0;0;0;0;0;1862.9;0;0;0;0;0
5-03-01-17;         GASTOS BANCARIOS;95;95;95;95;95;95;95;95;95;95;95;95
5-03-01-18;         GASTOS DE IMPRENTA;0;0;0;1500;0;0;1500;0;0;1000;0;0
5-03-01-19;         GASTOS MOVILIDAD;150;150;150;150;150;150;150;150;150;150;150;150
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;80;80;80;80;80;80;80;80;80;80;80;80
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;230;345;345;345;345;345;345;345;345;345;345;230
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;1500;0;0;1500;0;0;1000;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;250;250;250;250;250;250;250;250;250;250;250;750
5-03-01-27;         SERVICIOS PUBLICITARIOS;500;0;0;500;0;0;0;0;0;0;0;0
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;100;100;100;100;100;100;100;100;100;100;100;100
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;500;500;500;500;500;500;500;500;500;500;500;500
5-03-01-32;         GASTOS SA ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-33;         GASTOS DN ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;300;0;0;300;0;0;0;0;0;0;0
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
