cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-00-00-00;EGRESOS;19181.75088;17389.11315;16367.49208;14727.69543;17062.3316;14991.05763;17392.51588;15390.93059;15914.86911;17904.71813;16050.93259;16068.12005
5-01-00-00;   COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-00;      COSTO DE INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-01-01-01;         COSTO DE INVENTARIOS ;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-00;      GASTOS EN PERSONAL;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787;9179.167787
5-02-01-01;         SUELDOS AL PERSONAL;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604;6156.6604
5-02-01-02;         APORTES PATRONALES;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953;1028.777953
5-02-01-03;         AGUINALDOS;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623;1025.699623
5-02-01-04;         INDEMNIZACION-VACACION;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113;512.8498113
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18;455.18
5-02-02-00;      GASTOS PERSONAL EXTERNO;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;10002.5831;8209.945361;7188.324288;5548.52764;7883.163813;5811.889843;8213.348092;6211.762804;6735.701323;8725.550345;6871.764802;6888.952258
5-03-01-00;      GASTOS DE OPERACION;10002.5831;8209.945361;7188.324288;5548.52764;7883.163813;5811.889843;8213.348092;6211.762804;6735.701323;8725.550345;6871.764802;6888.952258
5-03-01-01;         MATERIAL DE ESCRITORIO;1280;1350;527;1280;1350;527;1280;1350;527;1280;1877.5;0
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-04;         SERVICIO DE COURIER;10;10;10;10;10;10;10;10;10;10;10;10
5-03-01-05;         SERVICIOS Y COMUNICACIONES;341.4;341.4;341.4;341.4;341.4;341.4;341.4;341.4;341.4;341.4;341.4;341.4
5-03-01-06;         SERVICIO DE SEGURIDAD;650;650;650;650;650;650;650;650;650;650;650;650
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;150;150;150;150;150;150;150;150;150;150;150;150
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;337.2413793;297.6551724;337.2413793;265.3793103;472;212.3510345;307.0344828;267.3103448;319.1724138;408.8275862;462.4137931;283.3103448
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;60;60;60;60;60;60;60;60;60;60;60;60
5-03-01-16;         PASAJES Y VIATICOS;0;0;1269.54;0;0;0;1269.54;0;0;2450;0;0
5-03-01-17;         GASTOS BANCARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-18;         GASTOS DE IMPRENTA;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-19;         GASTOS MOVILIDAD;20;20;20;20;20;20;20;20;20;20;20;20
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;36.82;36.82;36.82;36.82;36.82;36.82;36.82;36.82;36.82;36.82;36.82;36.82
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;115;115;115;115;115;115;115;115;115;115;115;115
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-27;         SERVICIOS PUBLICITARIOS;865;0;0;865;0;0;865;0;865;0;0;0
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;300;300;300;300;300;300;300;300;300;300;300;300
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;0;0;0;0;0;0;0;0;0
;         GASTOS SA - DN ;5837.121718;4879.070188;3371.322909;1454.928329;4377.943813;3389.318809;2808.553609;2911.232459;3341.308909;2903.502759;2848.631009;4922.421913
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
