cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167;31742.25167
5-02-01-01;         SUELDOS AL PERSONAL;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063;21437.34063
5-02-01-02;         APORTES PATRONALES;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619;3582.179619
5-02-01-03;         AGUINALDOS;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949;3571.460949
5-02-01-04;         INDEMNIZACION-VACACION;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474;1785.730474
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54;1365.54
5-02-02-00;      GASTOS PERSONAL EXTERNO;1315.44;2192.4;2247.21;657.72;1096.2;2740.5;2192.4;3453.03;548.1;3727.08;438.48;438.48
5-02-02-01;         HONORARIOS PROFESIONALES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-02;         HONORARIOS DOCENTES;1315.44;2192.4;2247.21;657.72;1096.2;2740.5;2192.4;3453.03;548.1;3727.08;438.48;438.48
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;95075.46532;81805.70521;94914.63804;87895.24393;63903.92887;78408.03737;78632.93674;75995.19977;79422.12334;76297.14288;85364.93102;97752.61209
5-03-01-00;      GASTOS DE OPERACION;95075.46532;81805.70521;94914.63804;87895.24393;63903.92887;78408.03737;78632.93674;75995.19977;79422.12334;76297.14288;85364.93102;97752.61209
5-03-01-01;         MATERIAL DE ESCRITORIO;495.2;866.4;1729.3;990.4;866.4;1504.3;990.4;866.4;1525.3;990.4;866.4;1636.2
5-03-01-02;         SERVICIOS EXTERNOS  ;2668.740589;2473.973408;4280.905191;4152.990751;3194.572208;3276.103235;3922.217938;3866.679138;3303.690589;4078.380204;3455.297522;3479.219226
5-03-01-04;         SERVICIO DE COURIER;100;100;200;200;200;200;200;200;200;200;200;100
5-03-01-05;         SERVICIOS Y COMUNICACIONES;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63;2046.63
5-03-01-06;         SERVICIO DE SEGURIDAD;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;150;0;450;300;300;450;300;300;450;300;450;0
5-03-01-08;         REPARACION Y MANTENIMIENTO;189.9781005;176.1133213;304.7423343;295.6365626;227.4101734;233.2140757;279.2086712;275.2550626;235.1779207;290.3253046;245.9702763;247.6731769
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;336.06;0;366.79;0;0;0;0;0;0
5-03-01-11;         SEGUROS;2586.06;0;0;0;120.06;0;0;0;0;0;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;3914.373155;3628.698545;6279.014314;6091.395908;4685.636267;4805.221837;5752.910068;5526.580651;4990.553491;5981.960949;5068.054916;5103.142057
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;41.6;104.8;104.8;41.6;78.2;80.2;96;94.6;80.8;94.6;99.8;0
5-03-01-16;         PASAJES Y VIATICOS;0;0;2550.58;1670.22;0;0;837.36;0;0;3383.44;3379.58;0
5-03-01-17;         GASTOS BANCARIOS;112.8208405;104.5870702;180.9749977;175.5674227;135.0503391;138.4970582;165.8115166;163.4636173;139.6633118;172.4132666;146.0724854;147.0837739
5-03-01-18;         GASTOS DE IMPRENTA;819.6757248;759.8550247;1314.8352;1275.547619;981.1794001;1006.220801;1204.668166;1187.610005;1014.693968;1252.631771;1061.25845;1068.605751
5-03-01-19;         GASTOS MOVILIDAD;1455;655;1980;1915;1570;1205;1900;2405;2875;2015;985;985
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;147.28;147.28;147.28;147.28;147.28;147.28;147.28;147.28;147.28;147.28;147.28;147.28
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;3000;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;460;460;460;460;460;460;460;460;460;460;460;460
5-03-01-23;         INTERESES Y MULTAS;292.3030334;270.970485;468.8809314;454.8706603;349.8965582;358.8265256;429.5944708;423.5113917;361.8481258;446.6986825;378.453399;381.0735063
5-03-01-24;         PATENTES MUNICIPALES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;3000;0;0;0;3000;0;0;3000;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;339.8135246;315.0136162;545.0921261;528.8046469;406.7682135;417.1496443;499.4201038;492.3482903;420.6623708;519.3044081;439.9666399;443.0126154
5-03-01-27;         SERVICIOS PUBLICITARIOS;321.9688829;298.471293;516.4676805;501.0355064;385.4075774;395.2438476;473.1940351;466.493584;398.5721102;492.0341541;416.8626534;419.7486755
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;0;0;3330;0;0;0;3000;0;0;0;3000;0
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;2600;0;1423.6;0;0;0;0;0;0
;         GASTOS SA - DN ;77634.02147;68097.91245;66725.13527;59412.20485;46449.43813;58593.76035;54628.24177;52773.34803;59472.25145;49126.04414;58218.30467;79787.94331
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
