cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-02-01-00;       GASTOS PERSONAL DEPENDIENTE;57,816.10;57,738.51;57,790.23;57,764.37;57,816.10;57,764.37;57,676.44;57,702.30;57,624.71;57,702.30;57,676.44;57,650.58
5-02-01-01;         SUELDOS AL PERSONAL;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46;39,209.46
5-02-01-02;         APORTES PATRONALES;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90;6,551.90
5-02-01-03;         AGUINALDOS;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30;6,532.30
5-02-01-04;         INDEMNIZACION-VACACION;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15;3,266.15
5-02-01-06;         DESAHUCIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-07;         SUBSIDIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-02-01-08;         REFRIGERIOS DEL PERSONAL;2,256.29;2,178.71;2,230.43;2,204.57;2,256.29;2,204.57;2,116.64;2,142.50;2,064.91;2,142.50;2,116.64;2,090.77
5-02-02-00;      GASTOS PERSONAL EXTERNO;2,075.00;2,075.00;2,825.00;2,075.00;2,825.00;2,075.00;2,075.00;2,075.00;2,825.00;2,825.00;2,075.00;2,075.00
5-02-02-01;         HONORARIOS PROFESIONALES;2,075.00;2,075.00;2,825.00;2,075.00;2,825.00;2,075.00;2,075.00;2,075.00;2,825.00;2,825.00;2,075.00;2,075.00
5-02-02-02;         HONORARIOS DOCENTES;0;0;0;0;0;0;0;0;0;0;0;0
5-02-02-03;         HONORARIOS AUDITORES EXTERNOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-00-00;   GASTOS DE OPERACION;13,492.95;28,722.05;13,308.17;10,356.27;13,277.07;14,057.50;7,962.25;10,357.81;12,342.65;11,783.84;9,088.32;9,628.69
5-03-01-00;      GASTOS DE OPERACION;13,492.95;28,722.05;13,308.17;10,356.27;13,277.07;14,057.50;7,962.25;10,357.81;12,342.65;11,783.84;9,088.32;9,628.69
5-03-01-01;         MATERIAL DE ESCRITORIO;1,054.33;406.21;814.33;528.95;356.51;534.81;455.83;628.57;303.81;765.89;347.47;654.39
5-03-01-02;         SERVICIOS EXTERNOS  ;0;0;0;0;0;0;0;500;0;0;0;0
5-03-01-04;         SERVICIO DE COURIER;0;0;120;0;0;0;120;0;0;120;0;40
5-03-01-05;         SERVICIOS Y COMUNICACIONES;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25;1,091.25
5-03-01-06;         SERVICIO DE SEGURIDAD;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;262.5;512.5;1,550.00;225;300;475;200;525;200;450;200;450
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;50;1,250.00;50;0;1,300.00;0;50;1,250.00;50;0;50
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;7;0;9;0;4;5;4;0;4;0;4;0
5-03-01-16;         PASAJES Y VIATICOS;922.27;1,574.00;3,747.99;5,835.47;7,674.72;6,775.84;3,475.57;5,047.39;6,127.99;5,866.10;4,330.00;5,027.45
5-03-01-17;         GASTOS BANCARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-18;         GASTOS DE IMPRENTA;200;4,790.00;200;200;200;200;200;200;200;200;200;200
5-03-01-19;         GASTOS MOVILIDAD;357.5;357.5;357.5;357.5;357.5;357.5;247.5;247.5;247.5;247.5;247.5;247.5
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;641;641;641;641;641;641;641;641;641;641;641;641
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;250;0;250;0;250;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;200;1,622.50;200;200;200;200;200;200;200;200;200;200
5-03-01-25;         CAPACITACION PERSONAL;750;0;1,800.00;200;0;1,250.00;0;200;800;0;750;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-27;         SERVICIOS PUBLICITARIOS;125;125;325;125;125;325;125;125;325;125;125;125
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;1,125.00;0;0;0;0;1,125.00;0;0
5-03-01-31;         GASTOS VARIOS;175;125;150;100;150;100;150;100;150;100;150;100
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;6,905.00;16,625.00;0;0;0;0;0;0;0;0;0;0
;         GASTOS SA - DN ;0;0;0;0;0;0;0;0;0;0;0;0
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
