cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-03-00-00;   GASTOS DE OPERACION;68990.22239;61598.93613;74805.74832;64779.70352;76384.234;76645.26165;66726.86303;74744.25172;70478.86772;71146.03718;70144.67747;74006.71072
5-03-01-00;      GASTOS DE OPERACION;68990.22239;61598.93613;74805.74832;64779.70352;76384.234;76645.26165;66726.86303;74744.25172;70478.86772;71146.03718;70144.67747;74006.71072
5-03-01-01;         MATERIAL DE ESCRITORIO;1299.6;0;3299.9;0;0;3135.5;0;1732.8;511.7;0;1454.6;711.7
5-03-01-02;         SERVICIOS EXTERNOS  ;5202.6;852.6;1855.2;150;619.8;854.7;1176.6;1117.8;663.3;1689.9;663.3;2342.4
5-03-01-04;         SERVICIO DE COURIER;140;150;160;190;180;160;180;170;150;160;170;150
5-03-01-05;         SERVICIOS Y COMUNICACIONES;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436;723.77436
5-03-01-06;         SERVICIO DE SEGURIDAD;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370;1370
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;0;180;100;400;100;200;100;200;0;400;300;200
5-03-01-08;         REPARACION Y MANTENIMIENTO;0;0;400;0;0;400;0;0;0;400;400;0
5-03-01-09;         ALQUILER OFICINAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-10;         ALQUILER OTROS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-11;         SEGUROS;0;2143.45;0;0;0;0;0;0;0;0;0;0
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;4527.263619;3968.847743;4748.683173;4739.557144;4963.072146;5123.692507;5004.364697;5466.180675;4595.200076;4907.662428;4932.947896;5109.640785
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-15;         SERVICIO DE FOTOCOPIAS;77;71.8;109.6;103.8;91.2;105.6;97.6;106.6;89.6;95.8;96.2;88.4
5-03-01-16;         PASAJES Y VIATICOS;3319.22;0;3050;1900;1650;1400;1750;4467.36;1575.86;4893.22;4269.22;2800
5-03-01-17;         GASTOS BANCARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-18;         GASTOS DE IMPRENTA;284.8;1054.8;150;128.5;0;0;0;408.1;229.4;52.9;134.8;103.6
5-03-01-19;         GASTOS MOVILIDAD;1155;1705;1745;1485;1470;1820;2005;1905;1235;2445;2000;3135
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;160;160;160;160;160;160;160;160;160;160;160;160
5-03-01-21;         GASTOS DE REPRESENTACION;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;460;460;460;460;460;460;460;460;460;460;460;460
5-03-01-23;         INTERESES Y MULTAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-24;         PATENTES MUNICIPALES;284.8;1054.8;0;128.5;0;0;0;408.1;0;52.9;134.8;103.6
5-03-01-25;         CAPACITACION PERSONAL;0;0;0;500;0;2000;0;4000;0;0;0;0
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;1600;0;0;0;0;0;800;0;0;0;0;0
5-03-01-27;         SERVICIOS PUBLICITARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-29;         PERDIDA EN INVENTARIOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-30;         AUSPICIOS Y EVENTOS;0;0;0;0;0;0;0;0;0;0;0;0
5-03-01-31;         GASTOS VARIOS;0;0;2200;1200;0;1200;1200;1350;0;0;2400;0
5-03-01-32;         GASTOS SA ;25487.3078;24623.2978;31619.0278;26059.4178;31041.13676;32722.12346;27902.02846;25883.89346;32722.12346;26900.01346;26523.07046;32922.14846
5-03-01-33;         GASTOS DN ;22898.85662;23080.56623;22654.56299;25081.15422;33555.25073;24809.87132;23797.49551;24814.64322;25992.90982;26434.86693;23951.96475;23626.44711
5-03-01-50;         EQUIPOS DE COMPUTACI‡N ;0;0;0;0;0;0;0;0;0;0;0;0
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-00;      PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-09-01;         PERDIDAS Y GANANCIAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-00;      AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
5-20-17-01;         AJUSTE GESTIONES PASADAS;0;0;0;0;0;0;0;0;0;0;0;0
