cuenta;nombre;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC
5-03-01-04;         SERVICIO DE COURIER;0.00;0.00;120.00;0.00;0.00;0.00;120.00;0.00;0.00;120.00;0.00;40.00
5-03-01-05;         SERVICIOS Y COMUNICACIONES;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25;1091.25
5-03-01-06;         SERVICIO DE SEGURIDAD;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05;380.05
5-03-01-07;         REFRIGERIOS CURSOS-COMITêS-OTROS;262.50;512.50;1550.00;225.00;300.00;475.00;200.00;525.00;200.00;450.00;200.00;450.00
5-03-01-08;         REPARACION Y MANTENIMIENTO;0.00;50.00;1250.00;50.00;0.00;1300.00;0.00;50.00;1250.00;50.00;0.00;50.00
5-03-01-09;         ALQUILER OFICINAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-10;         ALQUILER OTROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-11;         SEGUROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-12;         IMPUESTO A LAS TRANSACCIONES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-13;         DEPRECIACION DE ACTIVOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-14;         AMORTIZACION OTROS ACTIVOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-15;         SERVICIO DE FOTOCOPIAS;7.00;0.00;9.00;0.00;4.00;5.00;4.00;0.00;4.00;0.00;4.00;0.00
5-03-01-16;         PASAJES Y VIATICOS;922.27;1574.00;3747.99;5835.47;7674.72;6775.84;3475.57;5047.39;6127.99;5866.10;4330.00;5027.45
5-03-01-17;         GASTOS BANCARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-18;         GASTOS DE IMPRENTA;200.00;4790.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00
5-03-01-19;         GASTOS MOVILIDAD;357.50;357.50;357.50;357.50;357.50;357.50;247.50;247.50;247.50;247.50;247.50;247.50
5-03-01-20;         SERVICIOS Y MATERIAL DE LIMPIEZA;641.00;641.00;641.00;641.00;641.00;641.00;641.00;641.00;641.00;641.00;641.00;641.00
5-03-01-21;         GASTOS DE REPRESENTACION;0.00;0.00;250.00;0.00;250.00;0.00;250.00;0.00;0.00;0.00;0.00;0.00
5-03-01-22;         SUSCRIPCIONES Y CUOTAS;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05;422.05
5-03-01-23;         INTERESES Y MULTAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-24;         PATENTES MUNICIPALES;200.00;1622.50;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00;200.00
5-03-01-25;         CAPACITACION PERSONAL;750.00;0.00;1800.00;200.00;0.00;1250.00;0.00;200.00;800.00;0.00;750.00;0.00
5-03-01-26;         MEJORAS Y ARREGLOS A LAS INSTALACIONES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-27;         SERVICIOS PUBLICITARIOS;125.00;125.00;325.00;125.00;125.00;325.00;125.00;125.00;325.00;125.00;125.00;125.00
5-03-01-28;         IMPUESTO A LAS TRANSCCIONES FINANCIERAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-29;         PERDIDA EN INVENTARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-03-01-30;         AUSPICIOS Y EVENTOS;0.00;0.00;0.00;0.00;1125.00;0.00;0.00;0.00;0.00;1125.00;0.00;0.00
5-03-01-31;         GASTOS VARIOS;175.00;125.00;150.00;100.00;150.00;100.00;150.00;100.00;150.00;100.00;150.00;100.00
5-03-01-50;         EQUIPOS DE COMPUTACIÖN ;6905.00;16625.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
;         GASTOS SA - DN ;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-00-00;   OTROS INGRESOS Y/O EGRESOS NO OPERATIVOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-01-00;      VENTA DE ACTIVOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-01-01;         VENTA DE ACTIVOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-05-00;      AJUSTE POR INFLAC. Y TENEC. DE BIENES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-05-01;         AJUSTE POR INFLAC. Y TENENC. DE BIENES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-07-00;      AJUSTE POR DIFERENCIA DE CAMBIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-07-01;         AJUSTE POR DIFERENCIA DE CAMBIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-09-00;      PERDIDAS Y GANANCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-09-01;         PERDIDAS Y GANANCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-17-00;      AJUSTE GESTIONES PASADAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
5-20-17-01;         AJUSTE GESTIONES PASADAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
